X,Y,month,day,fuel_humidity,fuel_available,soil_humidity,drought,propagation_speed,temp,air_humidity,wind_speed,rain,area
3,4,aug,tue,92.1,199.15754544562157,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0
4,4,aug,tue,92.1,203.85797227180186,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4
2,2,aug,tue,92.1,218.37001141837146,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52
8,6,aug,tue,92.1,215.5835101474431,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27
2,5,aug,tue,92.1,237.8034921953578,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09
4,6,dec,sun,84.4,206.90197369789195,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98
8,6,dec,wed,84.0,138.47614799124088,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19
4,6,dec,thu,84.6,104.91004855137201,,352.0,2.0,5.1,61,4.9,0.0,5.38
4,4,dec,mon,85.4,83.10514731491776,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85
3,4,dec,mon,85.4,84.11867330905596,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73
4,4,dec,mon,85.4,110.09591413503838,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03
4,4,dec,mon,85.4,93.46559489854229,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77
4,6,dec,fri,84.7,146.5261580006112,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27
6,5,dec,tue,85.4,105.09770191677295,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77
6,3,feb,sun,84.9,204.4153977293866,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0
3,4,feb,wed,86.9,17.67643314469042,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1
5,4,feb,fri,85.2,23.243749074821032,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24
2,5,jul,sun,93.9,129.03923351651434,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0
7,6,jul,wed,91.2,164.9160767924377,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0
7,4,jul,sat,91.6,156.96446836466737,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0
7,4,jul,sat,91.6,137.62706006131154,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0
7,4,jul,sat,91.6,174.1278932892108,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0
2,5,jul,sat,91.6,213.54734329968346,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0
9,4,jul,sat,91.6,142.95507648055207,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0
4,5,jul,fri,91.6,124.31206172231593,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64
7,6,jul,tue,93.1,149.73495493031166,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45
8,6,jul,tue,92.3,186.3641231783272,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57
7,5,jun,sun,93.1,129.27914439916503,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0
6,4,jun,sun,90.4,81.25225266121225,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9
8,6,jun,sun,90.4,101.67604853860624,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0
8,6,jun,wed,91.2,98.17276379250694,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0
6,5,jun,sat,53.4,88.72780845934885,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0
6,5,jun,mon,90.4,116.80990717228221,,298.1,7.5,20.7,25,4.9,0.0,0.0
6,5,jun,mon,90.4,93.83849023437645,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52
3,6,jun,fri,91.1,123.13281611051237,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0
3,6,jun,fri,91.1,58.89229866257496,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0
6,5,may,sat,85.1,44.28632634591512,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0
1,4,sep,sun,89.6,257.53804992595656,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0
7,4,sep,sun,89.6,166.97356194813392,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41
3,4,sep,sun,89.6,261.1414905623565,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18
2,4,sep,sun,92.4,250.9968677152409,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0
2,4,sep,sun,92.4,282.1696492529939,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0
7,4,sep,sun,92.4,211.06718748587122,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0
6,3,sep,sun,92.4,257.3021533689289,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29
2,4,sep,sun,50.4,267.03684713526275,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0
6,5,sep,wed,92.6,212.016187997392,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0
4,4,sep,wed,92.6,216.79041518520026,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58
3,4,sep,wed,91.2,306.82984781400074,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0
4,5,sep,thu,92.4,277.96541641698957,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0
4,4,sep,thu,92.4,278.3673668855048,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78
6,5,sep,thu,92.8,274.8685025984647,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0
5,4,sep,thu,92.8,150.78642999818067,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41
6,3,sep,thu,92.8,270.42773633301397,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36
1,4,sep,thu,92.8,239.70994963680428,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21
6,5,sep,thu,92.8,283.5338900263334,119.0,783.5,7.5,16.8,28,,0.0,1.01
3,5,sep,thu,90.7,244.56823281615863,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18
6,5,sep,thu,88.1,202.10002843497347,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42
1,4,sep,sat,92.2,232.34420496764193,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0
5,4,sep,sat,92.2,250.2191380060777,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0
6,5,sep,sat,92.2,303.91201168460435,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0
6,5,sep,sat,92.2,267.52927620982274,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0
4,3,sep,sat,92.2,222.19215788073362,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33
3,3,sep,sat,92.2,217.86448632372628,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58
7,4,sep,sat,91.2,152.58201975171372,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64
4,4,sep,sat,91.2,227.91099069284306,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22
1,4,sep,mon,92.1,264.4384099174638,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13
2,3,sep,mon,91.6,263.33796280287373,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0
4,3,sep,mon,91.6,278.3961730859779,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0
7,4,sep,mon,91.6,291.21536725008554,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0
6,3,sep,mon,91.6,238.04931731826588,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04
8,6,sep,mon,91.6,199.0929268277722,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48
2,4,sep,mon,91.6,291.1430521734922,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47
2,5,sep,mon,91.6,220.53291445994614,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93
8,6,sep,mon,91.9,318.87148173051617,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0
6,3,sep,mon,91.5,297.1879359640547,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0
8,6,sep,mon,91.5,211.9662206126817,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18
6,3,sep,mon,91.5,282.6197546195254,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1
2,2,sep,mon,91.5,237.9714295476069,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83
1,4,sep,mon,91.5,324.5907185958994,130.1,807.1,,21.3,35,2.2,0.0,28.19
5,4,sep,fri,92.1,195.92591119824507,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0
3,4,sep,fri,92.1,205.87487142331221,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0
5,4,sep,fri,92.1,263.5665963105437,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64
5,4,sep,fri,92.1,285.59892268456446,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71
4,4,sep,fri,92.1,186.76745422635713,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31
7,4,sep,fri,92.1,231.48196168822216,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03
7,4,sep,fri,92.1,169.92149226987,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72
7,4,sep,fri,92.1,173.89362250951103,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97
4,4,sep,fri,92.1,169.99121441286508,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06
4,4,sep,fri,92.1,257.4093791004302,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26
6,3,sep,fri,92.5,293.9998871959546,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0
6,3,sep,fri,92.5,289.5055575840345,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0
1,4,sep,fri,92.5,274.9308006919886,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12
6,5,sep,fri,92.5,296.26695420835006,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09
4,3,sep,fri,92.5,271.36524419404907,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94
7,4,sep,fri,88.2,231.60347930169831,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52
4,3,sep,tue,91.9,266.73081818522894,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93
6,5,sep,tue,91.9,219.06252268457706,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65
6,5,sep,tue,91.9,304.4222403911218,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03
4,5,sep,tue,91.1,259.7066240456565,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75
4,5,sep,tue,91.1,319.4542913180637,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0
6,5,sep,sat,91.2,298.77212377620754,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64
4,5,sep,sun,91.0,251.48352173133878,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0
7,4,sep,sun,91.0,299.5712081965954,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06
3,4,jul,wed,91.9,144.61605822856345,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0
4,5,aug,sun,92.0,237.82232012963797,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0
5,4,aug,thu,94.8,226.6295744327263,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0
6,5,sep,fri,90.3,254.02568207861825,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3
6,5,sep,sat,91.2,242.06937018073756,,744.4,8.4,15.4,57,4.9,0.0,39.35
8,6,aug,mon,92.1,140.13941249263047,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0
2,2,aug,sat,93.7,212.62761671714506,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63
6,5,mar,thu,90.9,0.0,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0
4,5,jan,sun,18.7,29.221934769611327,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0
5,4,jul,wed,93.7,217.29579616997734,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73
8,6,aug,thu,90.7,232.39946666895688,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33
8,6,aug,wed,95.2,209.72499421481442,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86
9,6,aug,thu,91.6,222.4433296145165,248.4,753.8,,20.5,58,2.7,0.0,42.87
8,4,aug,sat,91.6,271.6451131702539,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18
2,4,aug,sun,91.6,165.84454178222916,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0
3,4,sep,sun,90.5,211.60474661380144,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59
5,5,mar,thu,90.9,33.575304143455156,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
6,4,aug,fri,94.8,202.1118517196934,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74
7,4,aug,fri,94.8,270.50970967671725,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0
7,4,feb,mon,84.7,0.0,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96
8,6,sep,fri,91.1,303.93911493016157,,738.1,7.2,20.7,46,2.7,0.0,30.18
1,3,sep,sun,91.0,250.17392792108734,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76
2,4,mar,tue,93.4,0.0,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0
6,5,feb,mon,84.1,69.00498313667482,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0
4,5,feb,sun,85.0,61.75206434362875,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78
4,3,sep,sun,90.5,258.9666245390582,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64
5,6,aug,sun,91.6,189.76073095346007,,613.0,7.6,24.3,33,3.6,0.0,3.63
1,2,aug,sat,93.7,214.63383084508519,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0
9,5,jun,wed,93.3,75.5614167237114,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
9,5,jun,wed,93.3,59.912294116280215,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16
3,4,sep,thu,91.1,296.75780780102446,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95
9,9,aug,fri,94.8,155.94636601644987,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0
8,6,aug,thu,90.7,186.79048641698404,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0
2,4,sep,wed,87.9,193.6078616603175,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04
2,2,aug,tue,94.6,216.20463007649087,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0
6,5,sep,sat,87.1,216.9973866622541,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95
4,5,feb,sat,84.7,31.86414288036958,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0
4,3,sep,fri,90.3,291.4405135133471,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8
1,4,jul,tue,92.3,193.5735390951458,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0
6,3,feb,fri,84.1,0.0,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0
7,4,feb,fri,84.6,16.67643145358828,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62
9,4,jul,mon,92.3,168.9254617775623,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63
7,5,aug,sat,93.7,182.05514009921012,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0
5,4,aug,sun,93.6,234.1542306087446,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0
8,6,aug,thu,94.8,214.93463177215185,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28
6,3,jul,tue,92.7,183.41800335218468,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02
6,5,mar,wed,93.4,6.542265982767201,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0
2,4,aug,sun,92.0,239.25613422285588,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44
2,5,aug,sun,91.6,272.8614750773879,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05
8,8,aug,wed,91.7,197.23948719589038,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
2,4,aug,wed,95.2,190.69671471583698,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
8,6,jul,sun,88.9,271.1549132963405,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3
1,3,sep,sat,91.2,195.56498950150814,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72
8,6,aug,sat,93.7,278.1188920365637,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96
2,2,aug,thu,91.6,234.3017816999203,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
8,6,aug,thu,91.6,251.97736099848038,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
2,4,aug,mon,92.1,201.98900862014384,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35
1,3,aug,thu,94.8,196.61343827423002,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0
3,4,aug,sun,91.6,203.69417125795036,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2
7,4,sep,thu,89.7,261.12698171442014,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0
1,3,aug,sat,92.1,256.6109842014801,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36
8,6,aug,thu,94.8,263.3135466493181,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0
2,4,aug,sun,93.6,270.4406869259938,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34
1,4,aug,fri,90.6,237.38211356656075,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0
2,5,jul,sat,90.8,70.8093900277199,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0
8,6,aug,mon,92.1,215.49564931695608,,672.6,8.2,26.8,35,1.3,0.0,0.54
8,6,aug,sat,89.4,306.93652628329954,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0
2,5,aug,sat,93.7,270.0226159718766,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43
1,3,sep,fri,91.1,262.9916914357009,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33
5,4,sep,fri,90.3,304.6490933815584,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0
8,6,aug,mon,92.1,247.49908626720122,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23
6,5,apr,mon,87.9,49.821742034723684,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35
1,2,jul,fri,90.7,62.39713292684415,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0
2,5,sep,fri,90.3,270.0486061051673,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96
5,5,aug,sun,94.0,74.1349455708644,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0
6,5,aug,sun,92.0,257.5811491408321,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0
3,4,mar,wed,93.4,81.42191711629695,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0
7,4,sep,wed,89.7,226.26511560796718,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0
7,4,aug,sun,91.6,171.11548573548623,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0
4,5,aug,wed,95.2,228.1951895098191,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43
1,4,aug,fri,90.5,237.02463165060257,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71
7,4,aug,mon,91.5,112.80333277186247,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0
4,5,aug,thu,89.4,288.94445438699,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0
3,4,aug,thu,91.6,247.37600899601162,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
3,4,jul,mon,94.6,187.2844172643893,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0
2,4,aug,thu,91.6,292.0100661520493,,753.8,6.3,16.6,59,2.7,0.0,0.0
1,4,aug,wed,91.7,290.47851665663467,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75
8,6,aug,sat,93.7,304.9149556765059,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32
7,4,aug,sat,91.6,244.48590988333387,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94
2,5,aug,sat,93.7,260.2891619484062,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
8,6,aug,sat,93.7,198.089693213273,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
1,4,sep,sun,91.0,278.76238651147736,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71
6,5,feb,tue,75.1,0.0,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39
6,4,feb,tue,75.1,27.318499966503694,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14
2,2,feb,sat,79.5,0.0,3.6,15.3,,4.6,59,0.9,0.0,6.84
6,5,mar,mon,87.2,91.65499262634435,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18
3,4,mar,wed,90.2,114.51386588891611,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55
6,5,mar,thu,91.3,79.51581825912638,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61
6,3,apr,sun,91.0,42.14749856867084,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13
5,4,apr,sun,91.0,0.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0
4,3,may,fri,89.6,62.94814047663193,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48
8,3,jun,mon,88.2,53.921914904373615,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94
9,4,jun,sat,90.5,190.40288660205894,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32
4,3,jun,thu,93.0,126.2415242803819,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08
2,5,jun,thu,93.7,124.14399065569306,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19
4,3,jul,thu,93.5,97.51148650887673,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76
4,3,jul,sun,93.7,112.77193436177647,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36
7,4,jul,sun,93.7,145.76395272159883,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21
7,4,jul,mon,89.2,150.85258201688487,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53
9,9,jul,thu,93.2,282.6680569840333,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75
4,3,jul,thu,93.2,207.05326600536011,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0
3,4,aug,sun,94.9,157.89992405074483,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29
8,6,aug,sun,94.9,148.85042986612976,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0
2,5,aug,sun,94.9,159.82532129050892,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43
2,4,aug,mon,95.0,233.36016685673485,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07
5,4,aug,tue,95.1,226.8747108357089,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0
5,4,aug,tue,95.1,183.66450465455318,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4
4,4,aug,tue,95.1,285.9658030168699,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7
4,4,aug,wed,95.1,223.18678255265044,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0
4,4,aug,wed,95.1,85.85129446073272,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0
4,4,aug,thu,95.8,144.58002188230495,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0
1,3,aug,fri,95.9,188.55089679049559,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0
1,3,aug,fri,95.9,231.29380835499202,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32
6,6,aug,sat,96.0,210.34233060239987,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59
6,6,aug,mon,96.2,184.21781718573288,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0
4,5,aug,mon,96.2,244.83910216421225,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77
3,4,aug,tue,96.1,255.9843117818908,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68
6,5,aug,tue,96.1,182.05190800044102,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54
7,5,aug,tue,96.1,278.9821133653898,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82
8,6,aug,tue,96.1,200.14809619593692,,671.2,14.3,21.6,65,4.9,0.8,0.0
7,5,aug,tue,96.1,242.37143749568114,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
4,4,aug,tue,96.1,202.2469590586549,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0
2,4,aug,wed,94.5,224.804223846252,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95
4,3,aug,wed,94.5,261.890593785444,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59
1,2,aug,thu,91.0,238.55568164408524,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8
1,2,aug,fri,91.0,203.19572125185874,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0
2,4,aug,fri,91.0,247.05699278600298,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
1,2,aug,fri,91.0,239.19478928520044,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
5,4,aug,fri,91.0,231.39996560429893,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17
6,5,aug,fri,91.0,264.12935421595387,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43
8,6,aug,sun,81.6,227.75854971435143,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0
4,3,aug,sun,81.6,236.9533934704061,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44
2,4,aug,sun,81.6,201.74422053486634,,665.6,1.9,21.9,71,5.8,0.0,54.29
7,4,aug,sun,81.6,206.47752600501457,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16
1,4,aug,sat,94.4,253.73906168609602,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0
6,3,nov,tue,79.5,120.03252443291208,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0
