SalePrice,OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,GarageCars,LotArea,GarageArea,YearBuilt,Fence,PoolArea,Foundation,LandContour,Neighborhood,Heating,RoofStyle,PoolQC
82500,4.0,861,861.0,0.0,2.0,12342.0,539.0,1940.0,NO-FENCE,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
175000,6.0,1743,702.0,702.0,2.0,11700.0,539.0,1968.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Mansard,0.0
106000,6.0,987,483.0,504.0,1.0,1869.0,280.0,1970.0,NO-FENCE,0.0,CBlock,Lvl,BrDale,GasA,Gable,0.0
194000,7.0,1220,1199.0,0.0,2.0,7406.0,632.0,2006.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
194201,7.0,1402,1258.0,0.0,3.0,3922.0,648.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Blmngtn,GasA,Gable,0.0
155900,6.0,848,848.0,0.0,2.0,4435.0,420.0,2004.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
138000,5.0,990,990.0,0.0,2.0,8072.0,480.0,1994.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
177000,6.0,1357,1019.0,0.0,1.0,11512.0,312.0,1959.0,GdPrv,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
214000,7.0,1535,1517.0,0.0,2.0,10171.0,532.0,2004.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
148000,5.0,914,870.0,0.0,2.0,8846.0,576.0,1996.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
127000,5.0,1252,504.0,316.0,2.0,7438.0,576.0,1908.0,MnPrv,0.0,PConc,Lvl,BrkSide,GasA,Gable,0.0
142500,6.0,1003,1003.0,0.0,2.0,7937.0,588.0,1984.0,GdPrv,0.0,CBlock,Lvl,Mitchel,GasA,Gable,0.0
80000,4.0,630,630.0,0.0,1.0,1477.0,286.0,1970.0,NO-FENCE,0.0,CBlock,Lvl,MeadowV,GasA,Gable,0.0
145000,6.0,1138,588.0,0.0,1.0,10482.0,264.0,1958.0,MnWw,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
171000,6.0,1716,858.0,858.0,2.0,9247.0,490.0,1962.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
122500,5.0,1365,765.0,600.0,2.0,1920.0,440.0,1971.0,NO-FENCE,0.0,CBlock,Lvl,BrDale,GasA,Gable,0.0
139000,5.0,1339,1029.0,0.0,1.0,7560.0,294.0,1958.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
189000,8.0,1228,1228.0,0.0,2.0,4671.0,472.0,1988.0,NO-FENCE,0.0,PConc,HLS,StoneBr,GasA,Gable,0.0
120500,5.0,778,740.0,0.0,1.0,6900.0,924.0,1940.0,NO-FENCE,0.0,CBlock,Lvl,IDOTRR,GasA,Gable,0.0
124000,5.0,1040,1040.0,0.0,0.0,8430.0,0.0,1978.0,NO-FENCE,0.0,CBlock,HLS,CollgCr,GasA,Gable,0.0
160000,5.0,1928,686.0,980.0,0.0,7082.0,0.0,1916.0,NO-FENCE,0.0,PConc,Lvl,SWISU,GasA,Gable,0.0
200000,5.0,2634,1248.0,1296.0,4.0,11643.0,968.0,1969.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
160000,6.0,1251,1251.0,0.0,1.0,8800.0,461.0,1964.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
313000,9.0,2153,1440.0,677.0,3.0,,736.0,2000.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Hip,0.0
275000,8.0,1787,1753.0,0.0,3.0,14781.0,748.0,2001.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Hip,0.0
67000,3.0,864,864.0,0.0,0.0,8248.0,0.0,1914.0,NO-FENCE,0.0,BrkTil,Lvl,Edwards,GasA,Gable,0.0
159000,5.0,1114,1114.0,0.0,2.0,13695.0,576.0,2004.0,NO-FENCE,0.0,PConc,Lvl,SawyerW,GasA,Gable,0.0
251000,8.0,1652,1494.0,0.0,2.0,5330.0,499.0,2000.0,NO-FENCE,0.0,PConc,Lvl,StoneBr,GasA,Gable,0.0
92900,3.0,1040,0.0,0.0,2.0,8544.0,400.0,1950.0,NO-FENCE,0.0,Slab,Lvl,NAmes,Wall,Gable,0.0
109500,5.0,784,784.0,0.0,0.0,6130.0,0.0,1924.0,NO-FENCE,0.0,BrkTil,Lvl,BrkSide,GasA,Gable,0.0
385000,9.0,1842,1842.0,0.0,3.0,50271.0,894.0,1981.0,NO-FENCE,0.0,CBlock,Low,Veenker,GasA,Gable,0.0
129000,6.0,2380,1021.0,915.0,2.0,18450.0,596.0,1965.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Flat,0.0
82500,7.0,1411,1386.0,0.0,2.0,11900.0,544.0,1977.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Hip,0.0
301000,7.0,2730,1502.0,1177.0,2.0,10380.0,576.0,1986.0,MnPrv,0.0,CBlock,Lvl,SawyerW,GasA,Gable,0.0
249700,8.0,1656,1656.0,0.0,3.0,11096.0,826.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
81000,4.0,630,630.0,0.0,0.0,1890.0,0.0,1972.0,NO-FENCE,0.0,CBlock,Lvl,MeadowV,GasA,Gable,0.0
187500,7.0,1472,1372.0,0.0,2.0,14115.0,588.0,1980.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
110000,6.0,1392,1392.0,0.0,2.0,13560.0,576.0,1968.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
117000,6.0,1635,485.0,634.0,1.0,5310.0,255.0,1910.0,NO-FENCE,0.0,CBlock,Lvl,OldTown,GasA,Hip,0.0
128500,5.0,864,864.0,0.0,1.0,9560.0,288.0,1972.0,NO-FENCE,0.0,CBlock,Lvl,CollgCr,GasA,Hip,0.0
213490,7.0,1506,1362.0,0.0,2.0,3013.0,440.0,2005.0,NO-FENCE,0.0,PConc,Lvl,Blmngtn,GasA,Gable,0.0
284000,7.0,2046,998.0,1040.0,3.0,10625.0,871.0,2003.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
230500,8.0,1936,1406.0,482.0,2.0,11194.0,504.0,2000.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
190000,6.0,1888,1517.0,0.0,2.0,16492.0,578.0,1966.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
135000,5.0,1236,912.0,0.0,1.0,6993.0,288.0,1961.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Gable,0.0
152000,7.0,1370,1090.0,0.0,2.0,10400.0,479.0,1976.0,MnPrv,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
87500,3.0,1040,0.0,0.0,2.0,8544.0,400.0,1949.0,NO-FENCE,0.0,Slab,Lvl,NAmes,Wall,Gable,0.0
155000,7.0,1135,560.0,560.0,2.0,7200.0,576.0,1936.0,MnPrv,0.0,PConc,Lvl,SWISU,GasA,Gable,0.0
115000,4.0,864,864.0,0.0,0.0,10500.0,0.0,1971.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
144000,5.0,1099,1099.0,0.0,1.0,9525.0,352.0,1995.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
248000,7.0,1850,973.0,871.0,2.0,29959.0,467.0,1994.0,NO-FENCE,0.0,PConc,Lvl,NoRidge,GasA,Gable,0.0
132500,6.0,1412,780.0,587.0,1.0,6000.0,280.0,1939.0,NO-FENCE,0.0,CBlock,Lvl,BrkSide,GasA,Gable,0.0
136000,5.0,1792,896.0,896.0,0.0,9000.0,0.0,1974.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
117000,5.0,833,833.0,0.0,1.0,5400.0,326.0,1954.0,MnPrv,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
82000,4.0,1152,0.0,0.0,0.0,6040.0,0.0,1955.0,NO-FENCE,0.0,PConc,Lvl,Edwards,GasA,Gable,0.0
157500,6.0,1478,1478.0,0.0,2.0,17600.0,498.0,1960.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
110000,5.0,1284,720.0,564.0,1.0,3500.0,240.0,1947.0,MnWw,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
181000,6.0,1675,841.0,783.0,2.0,24682.0,502.0,1999.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
192500,7.0,1776,936.0,840.0,2.0,14006.0,474.0,2002.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
223500,7.0,1786,920.0,866.0,2.0,11250.0,608.0,2001.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
181500,6.0,1262,1262.0,0.0,2.0,9600.0,460.0,1976.0,NO-FENCE,0.0,CBlock,Lvl,Veenker,GasA,Gable,0.0
170000,8.0,1088,1074.0,0.0,2.0,3696.0,461.0,1986.0,NO-FENCE,0.0,CBlock,Lvl,StoneBr,GasA,Gable,0.0
187500,8.0,1360,1220.0,0.0,2.0,5814.0,565.0,1984.0,NO-FENCE,0.0,CBlock,Lvl,StoneBr,GasA,Gable,0.0
185900,7.0,1582,770.0,812.0,2.0,8320.0,520.0,2004.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
160000,5.0,1308,728.0,332.0,1.0,9600.0,256.0,1940.0,NO-FENCE,0.0,BrkTil,HLS,Crawfor,GasA,Gable,0.0
192000,7.0,1431,1431.0,0.0,2.0,9017.0,666.0,1999.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
181900,6.0,1429,1144.0,0.0,2.0,14585.0,572.0,1960.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
266000,8.0,1939,1095.0,844.0,3.0,10728.0,1053.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
99900,5.0,864,864.0,0.0,0.0,4060.0,0.0,1922.0,NO-FENCE,0.0,PConc,Lvl,Edwards,GasA,Gable,0.0
438780,10.0,2945,1410.0,1519.0,3.0,13682.0,641.0,2006.0,NO-FENCE,0.0,PConc,HLS,,GasA,Hip,0.0
229456,8.0,1314,1300.0,0.0,2.0,8640.0,552.0,2009.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
216837,7.0,1836,1860.0,0.0,2.0,9100.0,484.0,2004.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Hip,0.0
110500,5.0,866,686.0,0.0,0.0,3880.0,0.0,1945.0,NO-FENCE,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
175900,7.0,1569,1386.0,0.0,3.0,3635.0,660.0,2007.0,NO-FENCE,0.0,PConc,Lvl,Blmngtn,GasA,Hip,0.0
538000,8.0,3279,1650.0,1589.0,3.0,53504.0,841.0,2003.0,NO-FENCE,0.0,PConc,HLS,StoneBr,GasA,Hip,0.0
160000,10.0,5642,6110.0,950.0,2.0,63887.0,1418.0,2008.0,NO-FENCE,480.0,PConc,Bnk,Edwards,GasA,Hip,3.0
172500,8.0,1739,970.0,756.0,2.0,2645.0,480.0,1999.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
108000,4.0,1510,755.0,755.0,1.0,9084.0,296.0,1940.0,MnPrv,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
131500,5.0,1795,1050.0,745.0,1.0,12150.0,352.0,1954.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
106250,4.0,1294,0.0,600.0,0.0,10800.0,0.0,1900.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
385000,10.0,2084,2078.0,0.0,3.0,14803.0,1220.0,2007.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Hip,0.0
370878,9.0,1766,1766.0,0.0,3.0,9187.0,478.0,2009.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
345000,8.0,2704,1952.0,704.0,2.0,13860.0,538.0,1972.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
68500,4.0,520,520.0,0.0,1.0,6324.0,240.0,1927.0,NO-FENCE,0.0,BrkTil,Lvl,BrkSide,GasA,Gable,0.0
250000,7.0,2057,1017.0,1037.0,1.0,11500.0,180.0,1936.0,NO-FENCE,0.0,CBlock,Lvl,Crawfor,GasA,Gable,0.0
245350,8.0,1694,1694.0,0.0,3.0,10475.0,776.0,2008.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
125000,5.0,1472,702.0,630.0,1.0,9600.0,250.0,1925.0,GdWo,0.0,PConc,Lvl,OldTown,GasA,Gambrel,0.0
234000,7.0,2080,1276.0,804.0,1.0,10918.0,282.0,1926.0,MnPrv,0.0,BrkTil,Lvl,Crawfor,GasA,Gambrel,0.0
145000,5.0,1505,883.0,517.0,1.0,9144.0,240.0,1940.0,NO-FENCE,0.0,CBlock,Lvl,BrkSide,GasA,Gable,0.0
181000,6.0,1586,1362.0,0.0,2.0,17043.0,435.0,1979.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
104000,6.0,2229,755.0,929.0,0.0,5520.0,0.0,1912.0,MnPrv,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
233000,7.0,2084,956.0,1128.0,2.0,10142.0,618.0,2004.0,NO-FENCE,0.0,PConc,Lvl,SawyerW,GasA,Gable,0.0
164000,8.0,1752,559.0,672.0,2.0,12134.0,492.0,1988.0,NO-FENCE,0.0,Wood,Bnk,Gilbert,GasA,Gable,0.0
219500,7.0,1740,800.0,780.0,1.0,13125.0,240.0,1940.0,NO-FENCE,0.0,CBlock,Lvl,Crawfor,GasA,Gable,0.0
195000,7.0,1948,847.0,1101.0,2.0,12393.0,434.0,2004.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
108000,4.0,1336,637.0,439.0,1.0,11040.0,570.0,1920.0,NO-FENCE,0.0,CBlock,Low,IDOTRR,GasA,Gable,0.0
149900,5.0,894,894.0,0.0,2.0,9800.0,552.0,1972.0,GdWo,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
315000,9.0,1980,1980.0,0.0,3.0,16737.0,770.0,2004.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Hip,0.0
177500,6.0,1494,771.0,741.0,1.0,7500.0,213.0,1942.0,NO-FENCE,0.0,CBlock,Bnk,Crawfor,GasA,Gable,0.0
140000,5.0,1558,913.0,510.0,1.0,10930.0,288.0,1945.0,NO-FENCE,0.0,CBlock,Bnk,NAmes,GasA,Gable,0.0
193879,7.0,1294,1286.0,0.0,2.0,6762.0,662.0,2006.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
137900,5.0,2136,2136.0,0.0,2.0,10680.0,528.0,1951.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
118000,6.0,1218,672.0,546.0,1.0,1680.0,264.0,1972.0,NO-FENCE,0.0,CBlock,Lvl,BrDale,GasA,Gable,0.0
324000,8.0,1719,1719.0,0.0,2.0,10846.0,473.0,1993.0,NO-FENCE,0.0,PConc,Lvl,Veenker,GasA,Gable,0.0
555000,10.0,2402,3094.0,0.0,3.0,15431.0,672.0,2008.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Hip,0.0
136000,6.0,2526,714.0,862.0,1.0,8520.0,216.0,1916.0,GdWo,0.0,BrkTil,Lvl,OldTown,GasW,Gable,0.0
82500,4.0,708,420.0,0.0,0.0,5330.0,0.0,1940.0,NO-FENCE,0.0,CBlock,HLS,BrkSide,GasA,Hip,0.0
101000,5.0,1111,530.0,530.0,1.0,7200.0,288.0,1920.0,NO-FENCE,0.0,BrkTil,Lvl,IDOTRR,GasA,Gable,0.0
314813,9.0,1828,1822.0,0.0,3.0,11694.0,774.0,2007.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Hip,0.0
109500,5.0,894,894.0,0.0,1.0,6600.0,308.0,1962.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
163500,5.0,964,876.0,0.0,2.0,13360.0,432.0,1921.0,NO-FENCE,0.0,BrkTil,HLS,Crawfor,GasA,Gable,0.0
271000,8.0,1689,1568.0,0.0,3.0,13265.0,857.0,2002.0,NO-FENCE,0.0,PConc,Lvl,Mitchel,GasA,Hip,0.0
205000,7.0,1541,1541.0,0.0,3.0,13704.0,843.0,2001.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
185000,7.0,1221,1221.0,0.0,2.0,7500.0,400.0,2004.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
160000,6.0,1324,1088.0,0.0,2.0,8658.0,440.0,1965.0,GdWo,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
155000,7.0,1416,696.0,720.0,2.0,2572.0,484.0,1999.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Hip,0.0
91000,4.0,988,462.0,462.0,1.0,1596.0,297.0,1973.0,GdWo,0.0,CBlock,Lvl,MeadowV,GasA,Gable,0.0
131000,6.0,1218,735.0,349.0,2.0,6000.0,440.0,1941.0,NO-FENCE,0.0,BrkTil,Lvl,BrkSide,GasA,Gable,0.0
165400,7.0,1656,746.0,896.0,2.0,6931.0,397.0,2003.0,NO-FENCE,0.0,PConc,Lvl,Edwards,GasA,Gable,0.0
194700,6.0,1362,1362.0,0.0,2.0,7577.0,460.0,2005.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
155000,6.0,1839,756.0,788.0,2.0,7700.0,442.0,1966.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
140000,6.0,1375,1367.0,0.0,2.0,11310.0,451.0,1954.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
147000,5.0,1122,924.0,0.0,2.0,12000.0,528.0,1948.0,GdWo,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
194000,5.0,1432,1360.0,0.0,2.0,16157.0,588.0,1978.0,NO-FENCE,0.0,PConc,Lvl,Veenker,GasA,Gable,0.0
179540,7.0,1456,728.0,728.0,2.0,9018.0,400.0,2007.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Hip,0.0
173000,7.0,1217,1188.0,0.0,2.0,9947.0,497.0,1990.0,GdPrv,0.0,PConc,Lvl,Mitchel,GasA,Gable,0.0
109500,5.0,1040,0.0,0.0,2.0,7200.0,625.0,1950.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
173733,6.0,1224,612.0,612.0,2.0,3000.0,528.0,2009.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
129900,7.0,1774,952.0,752.0,2.0,6120.0,468.0,1931.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
119000,5.0,1367,861.0,406.0,1.0,8405.0,384.0,1900.0,MnPrv,0.0,BrkTil,Lvl,Edwards,GasA,Gable,0.0
125500,5.0,1360,803.0,557.0,1.0,7200.0,297.0,1938.0,MnPrv,0.0,CBlock,Lvl,IDOTRR,GasA,Gable,0.0
149300,6.0,848,848.0,0.0,2.0,4426.0,420.0,2004.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
305000,8.0,2262,1482.0,780.0,3.0,12244.0,749.0,2003.0,NO-FENCE,0.0,PConc,Lvl,Timber,GasA,Hip,0.0
102000,4.0,1220,836.0,0.0,2.0,8877.0,396.0,1951.0,NO-FENCE,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
178740,7.0,1414,1375.0,0.0,2.0,3072.0,398.0,2004.0,NO-FENCE,0.0,PConc,Lvl,Blmngtn,GasA,Hip,0.0
129500,6.0,2058,735.0,924.0,2.0,9600.0,396.0,1917.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,OthW,Gable,0.0
79900,6.0,1198,901.0,110.0,0.0,5586.0,0.0,1920.0,MnPrv,0.0,BrkTil,Bnk,OldTown,GasA,Gable,0.0
278000,8.0,1659,1501.0,0.0,2.0,5664.0,499.0,2000.0,NO-FENCE,0.0,PConc,Lvl,StoneBr,GasA,Gable,0.0
118400,6.0,1012,1012.0,0.0,1.0,8263.0,308.0,1920.0,MnPrv,0.0,BrkTil,Bnk,IDOTRR,GasA,Gable,0.0
197000,7.0,3082,824.0,998.0,2.0,15863.0,672.0,1920.0,NO-FENCE,0.0,BrkTil,Lvl,SWISU,GasA,Gable,0.0
140000,5.0,1812,360.0,780.0,2.0,7630.0,672.0,1900.0,MnPrv,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
226000,7.0,1929,1057.0,872.0,2.0,7050.0,650.0,2001.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
132500,5.0,954,911.0,0.0,2.0,10780.0,576.0,1976.0,NO-FENCE,0.0,CBlock,Lvl,CollgCr,GasA,Gable,0.0
315000,9.0,1838,1838.0,0.0,3.0,14601.0,765.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Timber,GasA,Hip,0.0
224000,6.0,1640,1296.0,0.0,2.0,14778.0,924.0,1954.0,NO-FENCE,0.0,CBlock,Low,Crawfor,GasA,Hip,0.0
132500,5.0,1148,1148.0,0.0,1.0,7931.0,672.0,1959.0,GdPrv,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
119500,5.0,950,950.0,0.0,1.0,9758.0,280.0,1971.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
215000,8.0,1911,777.0,846.0,2.0,9554.0,471.0,1993.0,NO-FENCE,0.0,PConc,Lvl,SawyerW,GasA,Gable,0.0
210000,6.0,1635,1065.0,720.0,2.0,8737.0,440.0,1923.0,NO-FENCE,0.0,BrkTil,Bnk,BrkSide,GasA,Gable,0.0
200141,7.0,1316,1316.0,0.0,2.0,11175.0,440.0,2007.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
185000,6.0,1442,1442.0,0.0,2.0,11717.0,615.0,1970.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Hip,0.0
149900,5.0,1078,1078.0,0.0,2.0,12537.0,500.0,1971.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
129000,4.0,1120,1040.0,0.0,2.0,6970.0,544.0,1961.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Gable,0.0
184100,8.0,1419,408.0,640.0,2.0,7750.0,527.0,2002.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Hip,0.0
135000,7.0,1389,651.0,682.0,1.0,3378.0,240.0,1946.0,NO-FENCE,0.0,CBlock,HLS,OldTown,GasA,Gable,0.0
128000,5.0,1063,1056.0,0.0,1.0,9920.0,280.0,1954.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
374000,9.0,1792,1792.0,0.0,3.0,11846.0,874.0,2003.0,NO-FENCE,0.0,PConc,HLS,NridgHt,GasA,Hip,0.0
164000,6.0,1216,1216.0,0.0,2.0,4500.0,402.0,1998.0,NO-FENCE,0.0,PConc,Lvl,Mitchel,GasA,Hip,0.0
157000,7.0,1762,596.0,764.0,2.0,7200.0,576.0,1920.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Hip,0.0
215000,7.0,1959,847.0,1112.0,2.0,11796.0,434.0,2004.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
165000,6.0,1208,1208.0,0.0,2.0,11250.0,546.0,1977.0,NO-FENCE,0.0,CBlock,Lvl,Veenker,GasA,Gable,0.0
144000,5.0,1524,874.0,650.0,1.0,11344.0,315.0,1958.0,GdWo,0.0,CBlock,Lvl,NAmes,GasW,Gable,0.0
125500,4.0,1154,796.0,358.0,1.0,5436.0,240.0,1922.0,MnPrv,0.0,BrkTil,Lvl,IDOTRR,GasA,Gable,0.0
98300,5.0,1048,0.0,0.0,2.0,7200.0,420.0,1950.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
91300,5.0,886,190.0,0.0,1.0,5784.0,273.0,1938.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
135960,5.0,943,943.0,0.0,2.0,7032.0,600.0,1979.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
226700,7.0,1768,866.0,902.0,2.0,9803.0,603.0,2005.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
333168,9.0,2599,1393.0,1177.0,3.0,14774.0,779.0,1999.0,NO-FENCE,0.0,PConc,Lvl,NoRidge,GasA,Gable,0.0
114500,5.0,912,912.0,0.0,1.0,10150.0,275.0,1958.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
97000,5.0,882,0.0,0.0,1.0,12702.0,308.0,1956.0,NO-FENCE,0.0,PConc,Lvl,OldTown,GasA,Gable,0.0
181000,6.0,1337,1405.0,0.0,2.0,4060.0,511.0,1998.0,NO-FENCE,0.0,PConc,Lvl,NAmes,GasA,Gable,0.0
465000,10.0,2076,2076.0,0.0,3.0,13891.0,850.0,2006.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
290000,8.0,2531,1318.0,1203.0,3.0,12257.0,752.0,1995.0,NO-FENCE,0.0,PConc,Lvl,NoRidge,GasA,Gable,0.0
175000,5.0,1768,731.0,787.0,1.0,7200.0,240.0,1937.0,MnPrv,0.0,BrkTil,Lvl,SWISU,GasA,Gable,0.0
235000,8.0,1625,1573.0,0.0,2.0,4750.0,538.0,2006.0,NO-FENCE,0.0,PConc,HLS,Crawfor,GasA,Hip,0.0
277000,6.0,2144,1444.0,700.0,2.0,159000.0,389.0,1958.0,NO-FENCE,0.0,CBlock,Low,ClearCr,GasA,Gable,0.0
325000,10.0,2775,1237.0,1254.0,2.0,13500.0,880.0,1893.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
178000,6.0,1868,585.0,728.0,2.0,12090.0,477.0,1984.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Hip,0.0
235000,7.0,1525,1525.0,0.0,2.0,9100.0,541.0,2000.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
239000,8.0,1571,1571.0,0.0,3.0,10991.0,722.0,2007.0,NO-FENCE,0.0,PConc,HLS,Timber,GasA,Gable,0.0
85000,5.0,796,796.0,0.0,0.0,8777.0,0.0,1910.0,MnPrv,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
107500,5.0,2372,994.0,994.0,1.0,6600.0,432.0,1892.0,NO-FENCE,0.0,Stone,Lvl,OldTown,GasA,Gable,0.0
160000,7.0,1472,384.0,670.0,2.0,10784.0,402.0,1991.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
145000,4.0,960,648.0,0.0,1.0,10246.0,364.0,1965.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Gable,0.0
192140,5.0,1838,732.0,1104.0,2.0,21930.0,372.0,2005.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
